"Step","Group: 14_09_fixed_beta0.5against_0829_baseline - success_rate","Group: 14_09_fixed_beta0.5against_0829_baseline - success_rate__MIN","Group: 14_09_fixed_beta0.5against_0829_baseline - success_rate__MAX","Group: 14_09_fixed_beta0.1/adv_0.1/600/against_0829_baseline/0.995 - success_rate","Group: 14_09_fixed_beta0.1/adv_0.1/600/against_0829_baseline/0.995 - success_rate__MIN","Group: 14_09_fixed_beta0.1/adv_0.1/600/against_0829_baseline/0.995 - success_rate__MAX","Group: 09_09_fixed_beta0.9/adv_0.1/600/against_0829_baseline/0.995 - success_rate","Group: 09_09_fixed_beta0.9/adv_0.1/600/against_0829_baseline/0.995 - success_rate__MIN","Group: 09_09_fixed_beta0.9/adv_0.1/600/against_0829_baseline/0.995 - success_rate__MAX","Group: 10_09_continue0909 - success_rate","Group: 10_09_continue0909 - success_rate__MIN","Group: 10_09_continue0909 - success_rate__MAX"
"0","0.21052631578947367","0.21052631578947367","0.21052631578947367","0.23809523809523808","0.23809523809523808","0.23809523809523808","0.17391304347826086","0.17391304347826086","0.17391304347826086","0.25","0.25","0.25"
"1","0.2222222222222222","0.2222222222222222","0.2222222222222222","0.5","0.5","0.5","0.05263157894736842","0.05263157894736842","0.05263157894736842","0.19047619047619047","0.19047619047619047","0.19047619047619047"
"2","0.5","0.5","0.5","0.4166666666666667","0.4166666666666667","0.4166666666666667","0.5625","0.5625","0.5625","0.4","0.4","0.4"
"3","0.22727272727272727","0.22727272727272727","0.22727272727272727","0.2631578947368421","0.2631578947368421","0.2631578947368421","0.23809523809523808","0.23809523809523808","0.23809523809523808","0.058823529411764705","0.058823529411764705","0.058823529411764705"
"4","0.3333333333333333","0.3333333333333333","0.3333333333333333","0.35294117647058826","0.35294117647058826","0.35294117647058826","0.3333333333333333","0.3333333333333333","0.3333333333333333","0.4","0.4","0.4"
"5","0.28","0.28","0.28","0.29411764705882354","0.29411764705882354","0.29411764705882354","0.4","0.4","0.4","0.2608695652173913","0.2608695652173913","0.2608695652173913"
"6","0.5","0.5","0.5","0.05555555555555555","0.05555555555555555","0.05555555555555555","0.375","0.375","0.375","0.16666666666666666","0.16666666666666666","0.16666666666666666"
"7","0.35294117647058826","0.35294117647058826","0.35294117647058826","0.05263157894736842","0.05263157894736842","0.05263157894736842","0.5625","0.5625","0.5625","0.3157894736842105","0.3157894736842105","0.3157894736842105"
"8","0.2916666666666667","0.2916666666666667","0.2916666666666667","0.1875","0.1875","0.1875","0.38095238095238093","0.38095238095238093","0.38095238095238093","0.375","0.375","0.375"
"9","0.3333333333333333","0.3333333333333333","0.3333333333333333","0.13636363636363635","0.13636363636363635","0.13636363636363635","0.5","0.5","0.5","0.48","0.48","0.48"
"10","0.13333333333333333","0.13333333333333333","0.13333333333333333","0.19047619047619047","0.19047619047619047","0.19047619047619047","0.5882352941176471","0.5882352941176471","0.5882352941176471","0.35","0.35","0.35"
"11","0.4117647058823529","0.4117647058823529","0.4117647058823529","0.22727272727272727","0.22727272727272727","0.22727272727272727","0.6111111111111112","0.6111111111111112","0.6111111111111112","0.5263157894736842","0.5263157894736842","0.5263157894736842"
"12","0.47058823529411764","0.47058823529411764","0.47058823529411764","0.2","0.2","0.2","0.6923076923076923","0.6923076923076923","0.6923076923076923","0.2777777777777778","0.2777777777777778","0.2777777777777778"
"13","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.4090909090909091","0.4090909090909091","0.4090909090909091","0.6","0.6","0.6"
"14","0.6923076923076923","0.6923076923076923","0.6923076923076923","0.15789473684210525","0.15789473684210525","0.15789473684210525","0.6","0.6","0.6","0.4444444444444444","0.4444444444444444","0.4444444444444444"
"15","0.6","0.6","0.6","0.25","0.25","0.25","0.4090909090909091","0.4090909090909091","0.4090909090909091","0.5789473684210527","0.5789473684210527","0.5789473684210527"
"16","0.42857142857142855","0.42857142857142855","0.42857142857142855","0.17647058823529413","0.17647058823529413","0.17647058823529413","0.7272727272727273","0.7272727272727273","0.7272727272727273","0.8518518518518519","0.8518518518518519","0.8518518518518519"
"17","0.6875","0.6875","0.6875","0.4","0.4","0.4","0.5789473684210527","0.5789473684210527","0.5789473684210527","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"18","0.48","0.48","0.48","0.4","0.4","0.4","0.23529411764705882","0.23529411764705882","0.23529411764705882","0.5555555555555556","0.5555555555555556","0.5555555555555556"
"19","0.72","0.72","0.72","0.5","0.5","0.5","0.7894736842105263","0.7894736842105263","0.7894736842105263","0.6","0.6","0.6"
"20","0.6363636363636364","0.6363636363636364","0.6363636363636364","0.17647058823529413","0.17647058823529413","0.17647058823529413","0.6363636363636364","0.6363636363636364","0.6363636363636364","0.5789473684210527","0.5789473684210527","0.5789473684210527"
"21","0.8148148148148148","0.8148148148148148","0.8148148148148148","0.1","0.1","0.1","0.8235294117647058","0.8235294117647058","0.8235294117647058","0.7619047619047619","0.7619047619047619","0.7619047619047619"
"22","0.782608695652174","0.782608695652174","0.782608695652174","0.3181818181818182","0.3181818181818182","0.3181818181818182","0.7142857142857143","0.7142857142857143","0.7142857142857143","0.6","0.6","0.6"
"23","0.8181818181818182","0.8181818181818182","0.8181818181818182","0.35","0.35","0.35","0.6818181818181818","0.6818181818181818","0.6818181818181818","0.7368421052631579","0.7368421052631579","0.7368421052631579"
"24","0.782608695652174","0.782608695652174","0.782608695652174","0.25","0.25","0.25","0.85","0.85","0.85","0.5416666666666666","0.5416666666666666","0.5416666666666666"
"25","0.8064516129032258","0.8064516129032258","0.8064516129032258","0.38095238095238093","0.38095238095238093","0.38095238095238093","0.7391304347826086","0.7391304347826086","0.7391304347826086","0.45","0.45","0.45"
"26","0.88","0.88","0.88","0.3888888888888889","0.3888888888888889","0.3888888888888889","0.8095238095238095","0.8095238095238095","0.8095238095238095","0.7391304347826086","0.7391304347826086","0.7391304347826086"
"27","0.8695652173913043","0.8695652173913043","0.8695652173913043","0.3157894736842105","0.3157894736842105","0.3157894736842105","0.7368421052631579","0.7368421052631579","0.7368421052631579","0.7307692307692307","0.7307692307692307","0.7307692307692307"
"28","0.7083333333333334","0.7083333333333334","0.7083333333333334","0.4444444444444444","0.4444444444444444","0.4444444444444444","0.92","0.92","0.92","0.8235294117647058","0.8235294117647058","0.8235294117647058"
"29","0.8214285714285714","0.8214285714285714","0.8214285714285714","0.4166666666666667","0.4166666666666667","0.4166666666666667","0.7619047619047619","0.7619047619047619","0.7619047619047619","0.6818181818181818","0.6818181818181818","0.6818181818181818"
"30","0.8888888888888888","0.8888888888888888","0.8888888888888888","0.4","0.4","0.4","0.875","0.875","0.875","0.5","0.5","0.5"
"31","0.875","0.875","0.875","0.07142857142857142","0.07142857142857142","0.07142857142857142","0.8888888888888888","0.8888888888888888","0.8888888888888888","0.47368421052631576","0.47368421052631576","0.47368421052631576"
"32","0.8571428571428571","0.8571428571428571","0.8571428571428571","0.42105263157894735","0.42105263157894735","0.42105263157894735","0.8181818181818182","0.8181818181818182","0.8181818181818182","0.7391304347826086","0.7391304347826086","0.7391304347826086"
"33","0.9629629629629629","0.9629629629629629","0.9629629629629629","0.35","0.35","0.35","0.8695652173913043","0.8695652173913043","0.8695652173913043","0.75","0.75","0.75"
"34","0.9259259259259259","0.9259259259259259","0.9259259259259259","0.375","0.375","0.375","0.9032258064516129","0.9032258064516129","0.9032258064516129","0.7142857142857143","0.7142857142857143","0.7142857142857143"
"35","0.8846153846153846","0.8846153846153846","0.8846153846153846","0.4117647058823529","0.4117647058823529","0.4117647058823529","0.75","0.75","0.75","0.6842105263157895","0.6842105263157895","0.6842105263157895"
"36","0.8709677419354839","0.8709677419354839","0.8709677419354839","0.5789473684210527","0.5789473684210527","0.5789473684210527","1","1","1","0.68","0.68","0.68"
"37","0.9714285714285714","0.9714285714285714","0.9714285714285714","0.47058823529411764","0.47058823529411764","0.47058823529411764","1","1","1","0.42105263157894735","0.42105263157894735","0.42105263157894735"
"38","0.9583333333333334","0.9583333333333334","0.9583333333333334","0.42105263157894735","0.42105263157894735","0.42105263157894735","0.9615384615384616","0.9615384615384616","0.9615384615384616","0.8333333333333334","0.8333333333333334","0.8333333333333334"
"39","0.9142857142857143","0.9142857142857143","0.9142857142857143","0.21052631578947367","0.21052631578947367","0.21052631578947367","0.9047619047619048","0.9047619047619048","0.9047619047619048","0.7894736842105263","0.7894736842105263","0.7894736842105263"
"40","0.8928571428571429","0.8928571428571429","0.8928571428571429","0.3333333333333333","0.3333333333333333","0.3333333333333333","0.8076923076923077","0.8076923076923077","0.8076923076923077","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"41","0.90625","0.90625","0.90625","0.38095238095238093","0.38095238095238093","0.38095238095238093","0.8214285714285714","0.8214285714285714","0.8214285714285714","0.4090909090909091","0.4090909090909091","0.4090909090909091"
"42","0.96","0.96","0.96","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.9655172413793104","0.9655172413793104","0.9655172413793104","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"43","1","1","1","0.47058823529411764","0.47058823529411764","0.47058823529411764","0.9666666666666667","0.9666666666666667","0.9666666666666667","0.7142857142857143","0.7142857142857143","0.7142857142857143"
"44","0.896551724137931","0.896551724137931","0.896551724137931","0.3333333333333333","0.3333333333333333","0.3333333333333333","0.9259259259259259","0.9259259259259259","0.9259259259259259","0.875","0.875","0.875"
"45","1","1","1","0.35","0.35","0.35","0.9523809523809523","0.9523809523809523","0.9523809523809523","0.8947368421052632","0.8947368421052632","0.8947368421052632"
"46","0.967741935483871","0.967741935483871","0.967741935483871","0.4444444444444444","0.4444444444444444","0.4444444444444444","1","1","1","0.8","0.8","0.8"
"47","1","1","1","0.4","0.4","0.4","0.8620689655172413","0.8620689655172413","0.8620689655172413","0.8333333333333334","0.8333333333333334","0.8333333333333334"
"48","0.9285714285714286","0.9285714285714286","0.9285714285714286","0.4444444444444444","0.4444444444444444","0.4444444444444444","0.9142857142857143","0.9142857142857143","0.9142857142857143","0.8260869565217391","0.8260869565217391","0.8260869565217391"
"49","0.9411764705882353","0.9411764705882353","0.9411764705882353","0.45","0.45","0.45","0.9714285714285714","0.9714285714285714","0.9714285714285714","0.8461538461538461","0.8461538461538461","0.8461538461538461"
"50","1","1","1","0.4375","0.4375","0.4375","0.9130434782608695","0.9130434782608695","0.9130434782608695","0.7142857142857143","0.7142857142857143","0.7142857142857143"
"51","0.9696969696969697","0.9696969696969697","0.9696969696969697","0.631578947368421","0.631578947368421","0.631578947368421","0.9722222222222222","0.9722222222222222","0.9722222222222222","0.7916666666666666","0.7916666666666666","0.7916666666666666"
"52","1","1","1","0.3333333333333333","0.3333333333333333","0.3333333333333333","0.9310344827586207","0.9310344827586207","0.9310344827586207","0.88","0.88","0.88"
"53","0.9444444444444444","0.9444444444444444","0.9444444444444444","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.8666666666666667","0.8666666666666667","0.8666666666666667","0.8787878787878788","0.8787878787878788","0.8787878787878788"
"54","0.967741935483871","0.967741935483871","0.967741935483871","0.7142857142857143","0.7142857142857143","0.7142857142857143","1","1","1","0.8709677419354839","0.8709677419354839","0.8709677419354839"
"55","1","1","1","0.5625","0.5625","0.5625","0.96875","0.96875","0.96875","0.7619047619047619","0.7619047619047619","0.7619047619047619"
"56","0.9722222222222222","0.9722222222222222","0.9722222222222222","0.5263157894736842","0.5263157894736842","0.5263157894736842","0.9629629629629629","0.9629629629629629","0.9629629629629629","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"57","0.9736842105263158","0.9736842105263158","0.9736842105263158","0.56","0.56","0.56","1","1","1","0.7916666666666666","0.7916666666666666","0.7916666666666666"
"58","0.9354838709677419","0.9354838709677419","0.9354838709677419","0.42105263157894735","0.42105263157894735","0.42105263157894735","0.9772727272727273","0.9772727272727273","0.9772727272727273","0.7727272727272727","0.7727272727272727","0.7727272727272727"
"59","0.972972972972973","0.972972972972973","0.972972972972973","0.4117647058823529","0.4117647058823529","0.4117647058823529","0.9705882352941176","0.9705882352941176","0.9705882352941176","0.9310344827586207","0.9310344827586207","0.9310344827586207"
"60","1","1","1","0.3684210526315789","0.3684210526315789","0.3684210526315789","0.9736842105263158","0.9736842105263158","0.9736842105263158","0.9259259259259259","0.9259259259259259","0.9259259259259259"
"61","0.9459459459459459","0.9459459459459459","0.9459459459459459","0.55","0.55","0.55","1","1","1","0.8888888888888888","0.8888888888888888","0.8888888888888888"
"62","1","1","1","0.42857142857142855","0.42857142857142855","0.42857142857142855","0.9705882352941176","0.9705882352941176","0.9705882352941176","0.9411764705882353","0.9411764705882353","0.9411764705882353"
"63","0.9705882352941176","0.9705882352941176","0.9705882352941176","0.47368421052631576","0.47368421052631576","0.47368421052631576","0.967741935483871","0.967741935483871","0.967741935483871","0.9285714285714286","0.9285714285714286","0.9285714285714286"
"64","1","1","1","0.5833333333333334","0.5833333333333334","0.5833333333333334","1","1","1","0.9032258064516129","0.9032258064516129","0.9032258064516129"
"65","1","1","1","0.6956521739130435","0.6956521739130435","0.6956521739130435","0.9736842105263158","0.9736842105263158","0.9736842105263158","0.8260869565217391","0.8260869565217391","0.8260869565217391"
"66","1","1","1","0.4666666666666667","0.4666666666666667","0.4666666666666667","0.9444444444444444","0.9444444444444444","0.9444444444444444","0.9629629629629629","0.9629629629629629","0.9629629629629629"
"67","1","1","1","0.6521739130434783","0.6521739130434783","0.6521739130434783","1","1","1","0.9629629629629629","0.9629629629629629","0.9629629629629629"
"68","1","1","1","0.6111111111111112","0.6111111111111112","0.6111111111111112","0.9375","0.9375","0.9375","0.9642857142857143","0.9642857142857143","0.9642857142857143"
"69","0.9655172413793104","0.9655172413793104","0.9655172413793104","0.4444444444444444","0.4444444444444444","0.4444444444444444","1","1","1","0.9354838709677419","0.9354838709677419","0.9354838709677419"
"70","1","1","1","0.5238095238095238","0.5238095238095238","0.5238095238095238","1","1","1","0.9696969696969697","0.9696969696969697","0.9696969696969697"
"71","1","1","1","0.6818181818181818","0.6818181818181818","0.6818181818181818","1","1","1","0.96","0.96","0.96"
"72","0.9696969696969697","0.9696969696969697","0.9696969696969697","0.4444444444444444","0.4444444444444444","0.4444444444444444","0.9512195121951219","0.9512195121951219","0.9512195121951219","0.9259259259259259","0.9259259259259259","0.9259259259259259"
"73","1","1","1","0.7","0.7","0.7","1","1","1","0.9166666666666666","0.9166666666666666","0.9166666666666666"
"74","1","1","1","0.5555555555555556","0.5555555555555556","0.5555555555555556","1","1","1","0.9310344827586207","0.9310344827586207","0.9310344827586207"
"75","1","1","1","0.6","0.6","0.6","1","1","1","0.9642857142857143","0.9642857142857143","0.9642857142857143"
"76","1","1","1","0.42857142857142855","0.42857142857142855","0.42857142857142855","1","1","1","0.9642857142857143","0.9642857142857143","0.9642857142857143"
"77","0.9791666666666666","0.9791666666666666","0.9791666666666666","0.7368421052631579","0.7368421052631579","0.7368421052631579","1","1","1","0.9354838709677419","0.9354838709677419","0.9354838709677419"
"78","1","1","1","0.65","0.65","0.65","1","1","1","1","1","1"
"79","1","1","1","0.6818181818181818","0.6818181818181818","0.6818181818181818","1","1","1","0.8928571428571429","0.8928571428571429","0.8928571428571429"
"80","1","1","1","0.5263157894736842","0.5263157894736842","0.5263157894736842","1","1","1","0.9166666666666666","0.9166666666666666","0.9166666666666666"
"81","1","1","1","0.7727272727272727","0.7727272727272727","0.7727272727272727","1","1","1","0.9428571428571428","0.9428571428571428","0.9428571428571428"
"82","0.9743589743589743","0.9743589743589743","0.9743589743589743","0.5263157894736842","0.5263157894736842","0.5263157894736842","1","1","1","0.9555555555555556","0.9555555555555556","0.9555555555555556"
"83","0.9782608695652174","0.9782608695652174","0.9782608695652174","0.38095238095238093","0.38095238095238093","0.38095238095238093","0.9803921568627451","0.9803921568627451","0.9803921568627451","1","1","1"
"84","1","1","1","0.56","0.56","0.56","1","1","1","0.96875","0.96875","0.96875"
"85","0.9795918367346939","0.9795918367346939","0.9795918367346939","0.5","0.5","0.5","1","1","1","0.9565217391304348","0.9565217391304348","0.9565217391304348"
"86","1","1","1","0.65","0.65","0.65","1","1","1","1","1","1"
"87","1","1","1","0.7619047619047619","0.7619047619047619","0.7619047619047619","1","1","1","0.92","0.92","0.92"
"88","0.9736842105263158","0.9736842105263158","0.9736842105263158","0.5769230769230769","0.5769230769230769","0.5769230769230769","1","1","1","1","1","1"
"89","1","1","1","0.5789473684210527","0.5789473684210527","0.5789473684210527","1","1","1","1","1","1"
"90","0.9777777777777777","0.9777777777777777","0.9777777777777777","0.6","0.6","0.6","1","1","1","0.9767441860465116","0.9767441860465116","0.9767441860465116"
"91","1","1","1","0.5238095238095238","0.5238095238095238","0.5238095238095238","1","1","1","1","1","1"
"92","1","1","1","0.5263157894736842","0.5263157894736842","0.5263157894736842","1","1","1","1","1","1"
"93","1","1","1","0.631578947368421","0.631578947368421","0.631578947368421","1","1","1","0.9565217391304348","0.9565217391304348","0.9565217391304348"
"94","0.9807692307692307","0.9807692307692307","0.9807692307692307","0.7727272727272727","0.7727272727272727","0.7727272727272727","1","1","1","1","1","1"
"95","1","1","1","0.4","0.4","0.4","1","1","1","1","1","1"
"96","1","1","1","0.7142857142857143","0.7142857142857143","0.7142857142857143","0.9636363636363636","0.9636363636363636","0.9636363636363636","0.975609756097561","0.975609756097561","0.975609756097561"
"97","0.9787234042553191","0.9787234042553191","0.9787234042553191","0.6666666666666666","0.6666666666666666","0.6666666666666666","1","1","1","1","1","1"
"98","1","1","1","0.7","0.7","0.7","1","1","1","1","1","1"
"99","1","1","1","0.8461538461538461","0.8461538461538461","0.8461538461538461","1","1","1","1","1","1"
"100","0.98","0.98","0.98","0.7391304347826086","0.7391304347826086","0.7391304347826086","1","1","1","1","1","1"
"101","","","","","","","","","","0.9722222222222222","0.9722222222222222","0.9722222222222222"
"102","","","","","","","","","","1","1","1"
"103","","","","","","","","","","1","1","1"
"104","","","","","","","","","","0.9393939393939394","0.9393939393939394","0.9393939393939394"
"105","","","","","","","","","","0.9615384615384616","0.9615384615384616","0.9615384615384616"
"106","","","","","","","","","","1","1","1"
"107","","","","","","","","","","0.9166666666666666","0.9166666666666666","0.9166666666666666"
"108","","","","","","","","","","0.918918918918919","0.918918918918919","0.918918918918919"
"109","","","","","","","","","","0.9444444444444444","0.9444444444444444","0.9444444444444444"
"110","","","","","","","","","","0.9354838709677419","0.9354838709677419","0.9354838709677419"
"111","","","","","","","","","","0.9736842105263158","0.9736842105263158","0.9736842105263158"
"112","","","","","","","","","","0.9","0.9","0.9"
"113","","","","","","","","","","0.9444444444444444","0.9444444444444444","0.9444444444444444"
"114","","","","","","","","","","0.9696969696969697","0.9696969696969697","0.9696969696969697"
"115","","","","","","","","","","0.9210526315789473","0.9210526315789473","0.9210526315789473"
"116","","","","","","","","","","0.9705882352941176","0.9705882352941176","0.9705882352941176"
"117","","","","","","","","","","1","1","1"
"118","","","","","","","","","","0.9459459459459459","0.9459459459459459","0.9459459459459459"
"119","","","","","","","","","","0.9411764705882353","0.9411764705882353","0.9411764705882353"
"120","","","","","","","","","","0.9714285714285714","0.9714285714285714","0.9714285714285714"
"121","","","","","","","","","","0.926829268292683","0.926829268292683","0.926829268292683"
"122","","","","","","","","","","0.9555555555555556","0.9555555555555556","0.9555555555555556"
"123","","","","","","","","","","0.9736842105263158","0.9736842105263158","0.9736842105263158"
"124","","","","","","","","","","0.9655172413793104","0.9655172413793104","0.9655172413793104"
"125","","","","","","","","","","0.8918918918918919","0.8918918918918919","0.8918918918918919"
"126","","","","","","","","","","0.9473684210526315","0.9473684210526315","0.9473684210526315"
"127","","","","","","","","","","1","1","1"
"128","","","","","","","","","","0.9333333333333333","0.9333333333333333","0.9333333333333333"
"129","","","","","","","","","","1","1","1"
"130","","","","","","","","","","0.9512195121951219","0.9512195121951219","0.9512195121951219"
"131","","","","","","","","","","0.9545454545454546","0.9545454545454546","0.9545454545454546"
"132","","","","","","","","","","0.9655172413793104","0.9655172413793104","0.9655172413793104"
"133","","","","","","","","","","0.9387755102040817","0.9387755102040817","0.9387755102040817"
"134","","","","","","","","","","0.9642857142857143","0.9642857142857143","0.9642857142857143"
"135","","","","","","","","","","0.9761904761904762","0.9761904761904762","0.9761904761904762"
"136","","","","","","","","","","0.9629629629629629","0.9629629629629629","0.9629629629629629"
"137","","","","","","","","","","0.9782608695652174","0.9782608695652174","0.9782608695652174"
"138","","","","","","","","","","0.9761904761904762","0.9761904761904762","0.9761904761904762"
"139","","","","","","","","","","0.9473684210526315","0.9473684210526315","0.9473684210526315"
"140","","","","","","","","","","0.967741935483871","0.967741935483871","0.967741935483871"
"141","","","","","","","","","","0.9285714285714286","0.9285714285714286","0.9285714285714286"
"142","","","","","","","","","","0.9487179487179487","0.9487179487179487","0.9487179487179487"
"143","","","","","","","","","","1","1","1"
"144","","","","","","","","","","1","1","1"
"145","","","","","","","","","","1","1","1"
"146","","","","","","","","","","0.9767441860465116","0.9767441860465116","0.9767441860465116"
"147","","","","","","","","","","1","1","1"
"148","","","","","","","","","","1","1","1"
"149","","","","","","","","","","0.9811320754716981","0.9811320754716981","0.9811320754716981"
"150","","","","","","","","","","1","1","1"
"151","","","","","","","","","","1","1","1"
"152","","","","","","","","","","1","1","1"
"153","","","","","","","","","","1","1","1"
"154","","","","","","","","","","1","1","1"
"155","","","","","","","","","","1","1","1"
"156","","","","","","","","","","0.9777777777777777","0.9777777777777777","0.9777777777777777"
"157","","","","","","","","","","1","1","1"
"158","","","","","","","","","","0.975","0.975","0.975"
"159","","","","","","","","","","1","1","1"
"160","","","","","","","","","","0.9795918367346939","0.9795918367346939","0.9795918367346939"
"161","","","","","","","","","","1","1","1"
"162","","","","","","","","","","1","1","1"
"163","","","","","","","","","","1","1","1"
"164","","","","","","","","","","0.9705882352941176","0.9705882352941176","0.9705882352941176"
"165","","","","","","","","","","1","1","1"
"166","","","","","","","","","","0.9791666666666666","0.9791666666666666","0.9791666666666666"
"167","","","","","","","","","","0.975609756097561","0.975609756097561","0.975609756097561"
"168","","","","","","","","","","1","1","1"
"169","","","","","","","","","","0.9821428571428571","0.9821428571428571","0.9821428571428571"
"170","","","","","","","","","","1","1","1"
"171","","","","","","","","","","1","1","1"
"172","","","","","","","","","","1","1","1"
"173","","","","","","","","","","1","1","1"
"174","","","","","","","","","","1","1","1"
"175","","","","","","","","","","0.9743589743589743","0.9743589743589743","0.9743589743589743"
"176","","","","","","","","","","0.9795918367346939","0.9795918367346939","0.9795918367346939"
"177","","","","","","","","","","1","1","1"
"178","","","","","","","","","","1","1","1"
"179","","","","","","","","","","1","1","1"
"180","","","","","","","","","","1","1","1"
"181","","","","","","","","","","0.9787234042553191","0.9787234042553191","0.9787234042553191"
"182","","","","","","","","","","1","1","1"
"183","","","","","","","","","","0.9743589743589743","0.9743589743589743","0.9743589743589743"
"184","","","","","","","","","","0.9629629629629629","0.9629629629629629","0.9629629629629629"
"185","","","","","","","","","","1","1","1"
"186","","","","","","","","","","1","1","1"
"187","","","","","","","","","","0.9565217391304348","0.9565217391304348","0.9565217391304348"
"188","","","","","","","","","","1","1","1"
"189","","","","","","","","","","1","1","1"
"190","","","","","","","","","","0.9767441860465116","0.9767441860465116","0.9767441860465116"
"191","","","","","","","","","","1","1","1"
"192","","","","","","","","","","1","1","1"
"193","","","","","","","","","","1","1","1"
"194","","","","","","","","","","1","1","1"
"195","","","","","","","","","","1","1","1"
"196","","","","","","","","","","1","1","1"
"197","","","","","","","","","","1","1","1"
"198","","","","","","","","","","0.9772727272727273","0.9772727272727273","0.9772727272727273"
"199","","","","","","","","","","0.96","0.96","0.96"
"200","","","","","","","","","","0.9761904761904762","0.9761904761904762","0.9761904761904762"